name,address,area
Watergate Street Surgery,"29 Watergate Street, Navan, Meath, C15 XKC7",Monaghan
Banagher Health Centre,"Primary Care Centre, Banagher, Offaly, R42 XW40",Offaly
Clara Medical Centre,"Main Street, Clara, Offaly, R35 TX61",Offaly
Clonminch Medical Centre,"Clonminch, Tullamore, Offaly, R35 H573",Offaly
Dr Brendan Lee,"3 Cormac Street, Tullamore, Offaly, R35 CK06",Offaly
Dr F Fahey,"O'Connor Square, Tullamore, Offaly, R35 H221",Offaly
Dr Grainne McHale Surgery,"15 Henry Street, Tullamore, Offaly, R35 X789",Offaly
Dr Patricia Garry,"Tower House, Clonminch, Tullamore, Offaly, R35 A3W9",Offaly
Dr Patricia Garry,"Fionntir, 6 Market Square, Tullamore, Offaly, R35 E0Y0",Offaly
Dr Philip Brady,"1 Boyne Meadows, Edenderry, Offaly, R45 KT96",Offaly
Dr. Donal Sheehan,"Rathmoyle, Rhode, Offaly, R35 PC95",Offaly
Dr. John Corboy,"Church Street, Clara, Offaly, R35 DC63",Offaly
Edenderry Medical,"Saint Conleth's Road, Edenderry, Offaly, R45 EF83",Offaly
Edenderry Medical Centre,"3 Carrick Court, Saint Conleth's Road, Edenderry, Offaly, R45 VW54",Offaly
Edgewater Medical Centre,"Grand Canal House, Columcille Street, Tullamore, Offaly, R35 C8P5",Offaly
Ferbane Health Centre,"Belmount Road, Ferbane, Offaly, R42 PK22",Offaly
Green Street Medical Centre,"Green Street, Birr, Offaly, R42 VW88",Offaly
Kilcormac Medical Centre,"Derrinboy Road, Kilcormac, Offaly, R42 DA25",Offaly
Medical Centre,"Church Street, Tullamore, Offaly, R35 A7D7",Offaly
Murphy Medical,"Lough Muir, Mount Heaton, Roscrea, Offaly, E53 TX28",Offaly
O'Hare Medical Centre,"Oxmantown Mall, Birr, Offaly, R42 HE20",Offaly
The Avenue Clinic,"Church Avenue, Tullamore, Offaly, R35 K1W4",Offaly
Tullamore Medical Centre,"Sullivan House, Arden Road, Tullamore, Offaly, R35 YF98",Offaly
Abbey Street Medical Centre,"Abbey Street, Ballypheasan, Roscommon, F42 NV90",Roscommon
Abbey Street Medical Centre,"18 Abbey Street, Roscommon Town, Roscommon, F42 NV90",Roscommon
Boyle Medical Centre,"Boyle Primary Care Centre, Elphin Street, Boyle, Roscommon, F52 A324",Roscommon
Castle Street Family Practice,"Castle Street, Roscommon Town, Roscommon, F42 P797",Roscommon
Castlerea Medical Centre,"Barrack Street, Castlerea, Roscommon, F45 PD68",Roscommon
Dr Pierce Meagher,"The Clinic, Pound Street, Ballaghaderreen, Roscommon, F45 Y099",Roscommon
Elphin Medical Practice,"Chapel Street, Elphin, Roscommon, F45 T671",Roscommon
Family Care,"Cherry Side Business Centre, Castle Street, Cloonbrackna, Roscommon, F42 YY48",Roscommon
Frenchpark Medical Practice,"The Demesne, Frenchpark, Roscommon, F45 FX62",Roscommon
Keadue Medical Practice,"Keadue West, Keadue, Boyle, Roscommon, F52 NH70",Roscommon
Kelly Henry Medical Centre,"Knock Road, Castlerea, Roscommon, F45 P959",Roscommon
Loftus Medical Centre,"Abbeytown, Boyle, Roscommon, F52 CF43",Roscommon
Newtown at Monksland Medical,"Daneswell Business Park, Monksland, Athlone, Roscommon, N37 F9V4",Roscommon
Primary Care Centre Strokestown,"Caslin Way, Strokestown, Roscommon, F42 PX61",Roscommon
Rooskey Surgery,"Main Street, Roosky, Roscommon, N41 P9K0",Roscommon
Roscommon Health Centre,"Primary Care Centre, Golf Links Road, Roscommon Town, Roscommon, F42 HY97",Roscommon
Saint Comans Medical Centre,"Saint Comans Park, Roscommon Town, Roscommon, F42 RW83",Roscommon
Strokestown Health Centre,"Church Street, Strokestown, Roscommon, F42 XH33",Roscommon
The Clinic,"Pound Street, Ballaghaderreen, Roscommon, F45 Y099",Roscommon
The Health Centre Invergeal,"Cortober, Carrick-on-shannon, Roscommon, N41 T6D7",Roscommon
The Health Clinic,"Castle Street, Roscommon Town, Roscommon, F42 KH52",Roscommon
The Medical Centre St Coman's,"Saint Comans Park, Roscommon, Roscommon, F42 RW83",Roscommon
Willow Brook Medical Centre,"Convent Road, Ballaghaderreen, Roscommon, F45 DX94",Roscommon
Ballymote Family Practice,"Ballymote Primary And Mental Health Care Centre, Earlsfield, Ballymote, Sligo, F56 PK88",Sligo
Banada Surgery,"Banada Primary Care Centre, Banada, Tourlestrane, Sligo, F91 FP77",Sligo
Collooney Health Centre,"Lower Main Street, Collooney, Sligo, F91 CRX3",Sligo
Coolaney Health Centre,"Coolaney Primary Care Centre, Coolaney, Sligo, F56 AE39",Sligo
Dorman Family Practice,"6 The Mall, Sligo Town, Sligo, F91 YF1H",Sligo
Dr Brennan and Dr Murphy Surgery,"Doctor Roisin Brennan, 36 Market Street, Sligo Town, Sligo, F91 WFK8",Sligo
Dr Coleman's Surgery,"Main Street, Tubbercurry, Sligo, F91 HX89",Sligo
Dr Ida Leddy,"Drumfad, Grange, Sligo, F91 XY03",Sligo
Dr James G Devins,"Unit 2 Stephen Court, Stephen Street, Sligo Town, Sligo, F91 YP57",Sligo
Dr M J Flynn,"2 The Commons, Ballymote, Sligo, F56 TX37",Sligo
Dr Margaret Connolly,"1 High Street, Sligo Town, Sligo, F91 WK0T",Sligo
Dr N Hever Surgery,"9 Glenview Park, Grange, Sligo, F91 HT28",Sligo
Dr. Sinéad McNamara,"Millennium House, Stephen Street, Sligo Town, Sligo, F91 E7KH",Sligo
Drumcliffe Family Practice,"Drumcliffe North, Drumcliffe, Sligo, F91 E14K",Sligo
Easkey Family Practice,"Easkey Primary Care Centre, Bunowna, Easkey, Sligo, F26 YK85",Sligo
Family Medical Centre Sligo,"1 Wine Street, Sligo Town, Sligo, F91 RFK1",Sligo
Gurteen Family Practice,"Gurteen Health Centre, Gurteen, Sligo, F56 AW98",Sligo
Health Centre Barrack Street,"Primary Care Centre, Barrack Street, Sligo Town, Sligo, F91 Y8EK",Sligo
Medicentre,"Primary Care Centre, Barrack Street, Sligo Town, Sligo, F91 Y8EK",Sligo
Riverstown Medical Practice,"Ardkeeran, Riverstown, Sligo, F52 XY00",Sligo
Shore Family Practice,"46 Wine Street, Sligo Town, Sligo, F91 NV2F",Sligo
Skreen Family Practice,"Skreen Health Centre, Gerrib Big, Skreen, Sligo, F91 P278",Sligo
Sligo Clinic,"Saint Geralds, Pearse Road, Sligo Town, Sligo, F91 TEP8",Sligo
Strandhill Surgery,"Shore Road, Strandhill, Sligo, F91 RWK7",Sligo
Streedagh House,"Strand House, Streedagh, Grange, Sligo, F91 XE40",Sligo
The Mall Family Practice,"Primary Care Centre, Barrack Street, Sligo Town, Sligo, F91 Y8EK",Sligo
Tubercurry Family Practice,"Teeling Street, Tubbercurry, Sligo, F91 HX89",Sligo
Ballingarry Health Centre,"Ballingarry Upper, Thurles, Tipperary, E41 D589",Tipperary
Ballyporeen Health Centre,"Church Street, Ballyporeen, Tipperary, E21 X735",Tipperary
Bansha Health Centre,"Main Street, Bansha, Tipperary, E34 KV70",Tipperary
Borrisokane Health Centre,"Marian Avenue, Borrisokane, Tipperary, E45 EC61",Tipperary
Cahir Road Medical Centre,"Cahir Road, Cashel, Tipperary, E25 N289",Tipperary
Cappawhite Health Centre,"Main Street Upper, Cappawhite, Tipperary, E34 F822",Tipperary
Cashel Medical Centre,"Feehan's Road, Cashel, Tipperary, E25 RD21",Tipperary
Castle Street Medical Centre,"3 Castle Street, Carrick-on-suir, Tipperary, E32 W026",Tipperary
Clogheen Health Centre,"Mountanglesby, Clogheen, Tipperary, E21 NF44",Tipperary
Cloughjordan Medical Centre,"Templemore Road, Cloughjordan, Tipperary, E53 EH94",Tipperary
De Feu Medical Centre,"Rosemary Square, Roscrea, Tipperary, E53 DN34",Tipperary
Dr Brian Kennedy,"Mount Carmel, Tyone, Nenagh, Tipperary, E45 WF63",Tipperary
Dr Edmund Fitzpatrick,"Fennor, Urlingford, Urlingford, Tipperary, E41 H275",Tipperary
Dr Emily O'Dowd,"Mount Carmel, Tyone, Nenagh, Tipperary, E45 WF63",Tipperary
Dr Harrold Medical Centre,"Tyone, Nenagh, Tipperary, E45 N267",Tipperary
Dr J M Hennessy Practice,"Main Street, Templemore, Tipperary, E41 WP48",Tipperary
Dr James Molony,"Friar Street, Thurles, Tipperary, E41 E276",Tipperary
Dr McBrearty,"Slievenamon Road, Thurles, Tipperary, E41 E6H7",Tipperary
Dr Molly Owens Surgery,"Main Street, Fethard, Tipperary, E91 X3T2",Tipperary
Dr Muiris O'keeffe,"Nenagh Family Practice, 19-21 Pearse Street, Nenagh, Tipperary, E45 HK28",Tipperary
Dr Patrick Yon Hin,"Grove Street, Roscrea, Tipperary, E53 KW83",Tipperary
Dr Paul Booth,"Coolevin, Dublin Road, Roscrea, Tipperary, E53 EA26",Tipperary
Dr Paul O'Farrell,"9/10 O'Rahilly Street, Nenagh, Tipperary, E45 DD74",Tipperary
Dr Timothy O Donovan,"17 Kickham Street, Carrick-on-suir, Tipperary, E32 EF89",Tipperary
Dr William Ryan,"Deerpark Road, Cashel, Tipperary, E25 AY64",Tipperary
Dr. Liam Collins,"Fianna Road, Thurles, Tipperary, E41 V1D9",Tipperary
Dundrum Health Centre,"Garryduff East, Dundrum, Tipperary, E34 V042",Tipperary
Gladstone Street Surgery,"46 Gladstone Street, Clonmel, Tipperary, E91 E8P6",Tipperary
Kickham Street Medical Centre,"33 Kickham Street, Carrick-on-suir, Tipperary, E32 T922",Tipperary
Killenaule Surgery,"Fethard Road, Killenaule, Tipperary, E41 K6N6",Tipperary
Kylecourt Clinic,"Blind Street, Tipperary Town, Tipperary, E34 W983",Tipperary
Market Yard Surgery,"Cahir Primary Care Centre, Rosemount Close, Cahir, Tipperary, E21 KF83",Tipperary
Market Yard Surgery,"Market Yard, Market Street, Cahir, Tipperary, E21 X395",Tipperary
Mary Street Medical Centre,"12 Mary Street, Clonmel, Tipperary, E91 T6W2",Tipperary
Medicentre,"4 Main Street, Tipperary Town, Tipperary, E34 DH00",Tipperary
Mullinahone Health Centre,"Kickham Street, Mullinahone, Tipperary, E41 HD82",Tipperary
Murphy and Harrington Medical Practice,"2 Friar Street, Thurles, Tipperary, E41 W2X8",Tipperary
Newport Medical Practice,"Briarfield, Newport, Tipperary, V94 FYT2",Tipperary
Premier Surgery,"Slievenamon Road, Thurles, Tipperary, E41 WY97",Tipperary
Riverside Medical Centre,"7 Irishtown Upper, Clonmel, Tipperary, E91 X8C0",Tipperary
Rocklow Medical Centre,"Northgate House, Rocklow Road, Fethard, Tipperary, E91 K7P2",Tipperary
Roscrea Centre Surgery,"Roscrea Shopping Centre, Castle Street, Roscrea, Tipperary, E53 HR04",Tipperary
Suirside Medical Centre,"The Gables, Old Waterford Road, Clonmel , Tipperary, E91 H0X2",Tipperary
Templemore Medical Centre,"Bank Street, Templemore, Tipperary, E41 P5K2",Tipperary
The Health Clinic,"Town Wall, Carrick-on-suir, Tipperary, E32 A384",Tipperary
The Medical Centre,"Rosemary Square, Roscrea, Tipperary, E53 DN34",Tipperary
The Surgery,"Grange Road, Ballina, Tipperary, V94 TNH5",Tipperary
The Surgery,"Pallas Street, Borrisoleigh, Tipperary, E41 V6Y6",Tipperary
Thomond Healthcare,"1 Thomond Road, Thurles, Tipperary, E41 YY93",Tipperary
Thurles Surgery,"Fianna Road, Thurles, Tipperary, E41 V1D9",Tipperary
Tipperary Primary Care Centre,"Rosanna Road, Tipperary Town, Tipperary, E34 K682",Tipperary
Toomevara Health Centre,"Coolkereen, Toomevara, Nenagh, Tipperary, E45 C580",Tipperary
Western House Medical Centre,"Western Road, Clonmel, Tipperary, E91 V6W9",Tipperary
Wilton Medical Centre,"Gortlandroe, Nenagh, Tipperary, E45 P597",Tipperary
Ardkeen Medical Centre,"Ardkeen Shopping Centre, Dunmore Road, Waterford City, Waterford, X91 XE0A",Waterford
Ardmore Health Centre,"Rocky Road, Ardmore, Waterford, P36 TK61",Waterford
Ballyduff GP Practice,"Main Street, Ballyduff, Waterford, P51 E0KR",Waterford
Carrigdhoun Surgery,"Williamstown Road, Waterford City, Waterford, X91 CK31",Waterford
Catherine Street Medical Centre,"18 Catherine Street, Waterford City, Waterford, X91 W0HA",Waterford
Cedar House Surgery,"Cedar House, Ardkeen Shopping Centre, Dunmore Road, Waterford, X91 XEX8",Waterford
Doctor365 Waterford,"Williamstown Centre, Ardkeen Village, Waterford City, Waterford, X91 YA2H",Waterford
Dr Barry Lordan,"Main Street, Ballyduff, Waterford, P51 E0KR",Waterford
Dr Barry Lordan,"East Main Street, Lismore, Waterford, P51 CK70",Waterford
Dr Brett Lynam Surgery,"Brenan, Kilmacthomas, Waterford, X42 XY70",Waterford
Dr Devlin Surgery,"Unit 17/18 Ballinakill Shopping Centre, Dunmore Road, Waterford City, Waterford, X91 AN25",Waterford
Dr James Stacey,"26 O'connell Street, Dungarvan, Waterford, X35 YC98",Waterford
Dr John Power,"34 Ballybricken, Waterford City, Waterford, X91 YV57",Waterford
Dr M A Fitzgerald,"Horsequarter, Dunmore East, Waterford, X91 AR29",Waterford
Dr Saleem Osman,"6 Brook Road, Riverview, Waterford, X91 YK77",Waterford
Dr Sanjay Date,"Supervalu Shopping Centre, Priests Road, Tramore, Waterford, X91 CY95",Waterford
Dr Zoltan Csarodai-Nagy,"41 Barronstrand Street, Waterford City, Waterford, X91 WR6K",Waterford
Family Care Medical Centre,"Unit 17/18 Ballinakill Shopping Centre, Dunmore Road , Waterford City, Waterford, X91 AN25",Waterford
Family Practice Medical Centre,"Lower Branch Road, Tramore, Waterford, X91 WR6W",Waterford
Fitzpatrick Medical Centre,"32/33 Ballybricken, Waterford City, Waterford, X91 KT1D",Waterford
Fourmilewater Health Centre,"Ballymacarbry, Waterford, E91 YK11",Waterford
Grange Manor Surgery,"1 Rocwood Walk, Grange Manor, Waterford City, Waterford, X91 H2W4",Waterford
Health Centre Cappoquinn,"Cappoquin, Waterford, P51 F96V",Waterford
High Street Medical Centre,"High Street, Dungarvan, Waterford, X35 CD73",Waterford
Hoban Health,"44 Northumberland Avenue, Dun Laoghaire, Dublin, A96 A9D3",Waterford
John's Hill Medical Practice,"Waterford Primary Care Centre, John's Hill, Waterford City, Waterford, X91 F65D",Waterford
Johnstown Medical Centre,"68 Johnstown, Waterford City, Waterford, X91 YN3C",Waterford
Kilmacthomas Health Centre,"Hillside Crescent, Kilmacthomas, Waterford, X42 X256",Waterford
Lismore Health Centre,"1 Ashley Court, Lismore, Waterford, P51 FA38",Waterford
Littlebridge Surgery,"Cook Street, Cappoquin, Waterford, P51 EK57",Waterford
Parnell Clinic,"13 Parnell Street, Waterford City, Waterford, X91 K6YW",Waterford
Portlaw Health Centre,"Portlaw, Waterford, X91 FT22",Waterford
Roche-Nagle Practice,"Ballyhest House, Ballyhest, Carrick-on-suir, Waterford, E32 A033",Waterford
Shandon Clinic,"Dungarvan Shopping Centre, Shandon, Dungarvan, Waterford, X35 V126",Waterford
Springside Medical,"Dungarvan Primary Centre, Springmount, Dungarvan, Waterford, X35 X236",Waterford
St Philomena's,"Saint Philomena's, 1 Marian Park, waterford city, Waterford, X91 F5NE",Waterford
Tallow Health Centre,"Convent Street, Tallow, Waterford, P51 FX99",Waterford
The Keogh Practice,"27 Ballybricken, Waterford City, Waterford, X91 VYE9",Waterford
The Keogh Practice,"27 Ballybricken, Waterford, Waterford, X91 VYE9",Waterford
The Keogh Practice,"Unit 3 Cellar Court, Ferrybank, Waterford, X91 C7RF",Waterford
The Rowe Creavin Medical Practice,"Waterford Health Park, Slievekeale Road, Waterford City, Waterford, X91 X3HY",Waterford
"The Surgery, Waterford","58 Mayor's Walk, Waterford City, Waterford, X91 F76H",Waterford
Tramore Medical Centre,"Summerhill, Tramore, Waterford, X91 X90F",Waterford
Waterford Medical Centre,"Kilbarry Centre, Tramore Road, Waterford City, Waterford, X91 A212",Waterford
Carewell Medical Centre,"67 Oaklawns, Mullingar, Westmeath, N91 XH63",Wexford
Castlepollard Medical Practice,"Green Street, Castlepollard, Westmeath, N91 PK68",Wexford
Castletown Geoghegan Health Centre,"Woodside, Castletown Geoghegan, Westmeath, N91 NX83",Wexford
Centric Health - Bellview Clinic,"Dublin Road, Mullingar, Westmeath, N91 EK7R",Wexford
Charter Medical Mullingar,"Ballinderry, Mullingar, Westmeath, N91 FE40",Wexford
Clonbrusk Primary Care Centre,"Coosan, Athlone, Westmeath, N37 P8P8",Wexford
Coole Medical Centre,"Coole, Westmeath, N91 F7XR",Wexford
Delvin Health Centre,"Main Street, Delvin, Westmeath, N91 K2H0",Wexford
Doctor365 Mullingar,"Mullingar Healthcare Complex, Austin Friars Street, Mullingar, Westmeath, N91 ED2H",Wexford
Dr Anne McGarry,"1 Auburn Village, Mullingar, Westmeath, N91 PR28",Wexford
Dr Deirdre Forde,"1 Ankers Bower, Brideswell, Athlone, Westmeath, N37 WC62",Wexford
Dr Noel Cogan,"Green Street, Castlepollard, Westmeath, N91 PK68",Wexford
Dr Susan Orwa,"Patrick Street, Mullingar, Westmeath, N91 DD23",Wexford
Dr. Patrick O'Kelly,"Ballynacarrigy Health Centre, Wood Row, Ballynacargy, Westmeath, N91 V9FK",Wexford
Dr. Thomas Waldron,"Harbour Street, Mullingar, Westmeath, N91 AY99",Wexford
Grainne Clyne,"Main Street, Tyrrellspass, Westmeath, N91 AK7H",Wexford
Harbour Medical Centre Mullingar,"Primary Care Centre, Harbour Road, Mullingar, Westmeath, N91 Y1K8",Wexford
Kearon & McCormick Medical Practice,"Clonbrusk Primary Care Centre, Coosan, Athlone, Westmeath, N37 P8P8",Wexford
Kilbeggan Medical Centre,"Mullingar Road, Kilbeggan, Westmeath, N91 XP26",Wexford
Killucan Health Centre,"Rathwire, Killucan, Westmeath, N91 YK11",Wexford
Kinnegad Family Practice,"Unit 1 The Shopping Centre, Main Street, Kinnegad, Westmeath, N91 XN79",Wexford
Kinnegad/Killucan General Practice,"Main Street, Kinnegad, Westmeath, N91 PX33",Wexford
Market Point Health (Dr Owen & Dr Moira Fagan),"Market Point, Patrick Street, Mullingar, Westmeath, N91 K5HW",Wexford
Market Point Medical Centre,"Market Point, Patrick Street, Mullingar, Westmeath, N91 DX0R",Wexford
Market Square Medical Centre,"The Square, Kilbeggan, Westmeath, N91 CHV0",Wexford
Millmount Medical Centre,"Millmount, Mullingar, Westmeath, N91 HW21",Wexford
Moate Medical Centre,"Church Street, Moate, Westmeath, N37 H9Y4",Wexford
Mullingar Healthcare Complex,"Austin Friars Street, Mullingar, Westmeath, N91 E653",Wexford
Mullingar Medical Centre,"Mullingar Primary Care Centre, Harbour Road, Mullingar, Westmeath, N91 V6R9",Wexford
Newtown Medical Centre,"1/2 Newtown Terrace, Athlone, Westmeath, N37 E0Y8",Wexford
The Old Barracks Surgery,"Main Street, Moate, Westmeath, N37 W8K5",Wexford
Town Centre Surgery,"Cityquarter, Athlone, Westmeath, N37 A0C1",Wexford
Town Medical Clinic Mullingar,"Mullingar Healthcare Complex, Austin Friars Street, Mullingar, Westmeath, N91 ED2H",Wexford
Ashford Clinic,"Mount Usher Court, Ashford, Wicklow, A67 YW93",Wicklow
Aughrim Health Centre,"Main Street, Aughrim, Wicklow, Y14 YN70",Wicklow
Bentley Devereux,"Bradshaw's Lane, Arklow, Wicklow, Y14 E190",Wicklow
Blackbird Medical Services,"2 Kilpeddar Grove, Johnstown, Kilpedder, Wicklow, A63 YW57",Wicklow
Blessington Family Practice,"Main Street, Blessington, Wicklow, W91 H704",Wicklow
Boghall Surgery,"Boghall Shopping Centre, Boghall Road, Bray, Wicklow, A98 HY72",Wicklow
Bothwell & Coates,"3 Upper Main Street, Arklow, Wicklow, Y14 C9D8",Wicklow
Bray Family Practice,"Saint Helen's, Meath Road, Bray, Wicklow, A98 Y8X9",Wicklow
Bray Family Practice,"Saint Helen's, Meath Road, Bray, Wicklow, A98 Y8X9",Wicklow
Bray Medical Centre,"Clonmore, Herbert Road, Bray, Wicklow, A98 K1K0",Wicklow
"Buggle, McCabe and O'Connell","Sheltonville, 15 Ferrybank, Arklow, Wicklow, Y14 K300",Wicklow
Carrig Clinic,"96 Heathervue, Greystones, Wicklow, A63 X659",Wicklow
Centric Health Blessington Medical,"McGreals Primary Care Centre, Blessington Business Park, Blessington, Wicklow, W91 F5X4",Wicklow
Charlesland Medical Centre,"The Charlesland Centre, Charlesland, Greystones, Wicklow, A63 X283",Wicklow
Church Street Clinic,"Church Street, Wicklow Town, Wicklow, A67 RH61",Wicklow
Dargle Clinic,"11a Eglinton Road, Bray, Wicklow, A98 D2X6",Wicklow
Dr Fidelma Savage,"Donard House, Novara Avenue, Bray, Wicklow, A98 P6R2",Wicklow
Dr Mirko Jukic Health Centre,"Carnew Primary Care Centre, Gorey Road, Carnew, Wicklow, Y14 PY64",Wicklow
Dr Sandro Togyi,"Mill Street, Baltinglass, Wicklow, W91 T92T",Wicklow
Duncairn Medical Centre,"9 Duncairn Terrace, Quinsborough Road, Bray, Wicklow, A98 V6K1",Wicklow
Dunlavin Health Centre,"Kilcullen Street, Dunlavin, Wicklow, W91 D289",Wicklow
Greystones Family Practice,"Blacklion Retail Centre, Rathdown Road, Greystones, Wicklow, A63 NT25",Wicklow
Greystones Harbour Family Practice,"Trafalgar Road, Greystones, Wicklow, A63 AY71",Wicklow
Greystones Medical Centre,"Mill Road, Killincarrig, Greystones, Wicklow, A63 YE86",Wicklow
Maryville,"Saint Mary's Road, Arklow, Wicklow, Y14 DH57",Wicklow
Medical Centre,"Weaver's Square, Baltinglass, Wicklow, W91 TDF7",Wicklow
Medowscroft Surgery,"Millview Court, Tinahely, Wicklow, Y14 R922",Wicklow
Newtown Medical Practice,"Mountkennedy Town Centre, Main Street, Newtownmountkennedy, Wicklow, A63 HD58",Wicklow
North Wicklow Medical,"The Old Corner House, Main Street, Newtownmountkennedy, Wicklow, A63 XP26",Wicklow
Novara Medical,"2 Donard House, Novara Avenue, Bray, Wicklow, A98 P6R2",Wicklow
Oakwell Clinic,"9 The Mall, Wicklow Town, Wicklow, A67 VW83",Wicklow
Preventive Health Ltd,"15/16 Albert Avenue, Bray, Wicklow, A98 WK03",Wicklow
Salem Medical Centre,"Wicklow Primary Healthcare Centre, Knockrobin, Rathnew, Wicklow, A67 K5C7",Wicklow
Sheeran Purcell General Practice,"Wicklow Primary Healthcare Centre, Knockrobin, Rathnew, Wicklow, A67 K5C7",Wicklow
The Carlton Clinic,"Bray Primary Care Centre, Killarney Road, Bray, Wicklow, A98 KW13",Wicklow
The Doctors Centre,"3 Main Street, Kilcoole, Wicklow, A63 FW31",Wicklow
The Harbour Surgery,"Evans Houses, Harbour Road, Arklow, Wicklow, Y14 HW02",Wicklow
The Surgery,"Enniskerry Village, Enniskerry, Wicklow, A98 RP04",Wicklow
Town Hall Clinic,"Market Court, Main Street, Bray, Wicklow, A98 F3P6",Wicklow
Westmount Clinic,"Wicklow Town, Wicklow, A67 RC04",Wicklow
Wicklow Primary Healthcare Centre,"Knockrobin, Rathnew, Wicklow, A67 K5C7",Wicklow
Wilton Clinic,"Merrymeeting Shopping Centre, Merrymeeting, Rathnew, Wicklow, A67 E2T1",Wicklow
